Sales_Outlet_Id,Transaction_Date,Product_Id,Starting_Inventory,Quantity_Sold,Current Inventory,Waste,% Waste,Replenishment_Required
7,2022,78,33,28,4,1,0.03030303,YES
5,2023,22,43,42,0,1,0.023255814,YES
2,2022,26,84,23,8,53,0.630952381,YES
6,2020,69,68,24,35,9,0.132352941,NO
3,2021,78,42,21,19,2,0.047619048,YES
10,2019,80,100,42,27,31,0.31,YES
4,2022,59,40,34,1,5,0.125,YES
6,2023,76,75,55,8,12,0.16,YES
10,2019,27,87,28,8,51,0.586206897,YES
10,2022,69,93,68,17,8,0.086021505,YES
8,2021,37,53,35,12,6,0.113207547,YES
7,2022,63,20,8,8,4,0.2,YES
8,2019,50,97,34,31,32,0.329896907,YES
4,2020,5,98,71,7,20,0.204081633,YES
5,2021,39,68,4,32,32,0.470588235,YES
5,2020,54,26,1,12,13,0.5,YES
9,2019,17,83,44,8,31,0.373493976,YES
7,2019,5,26,24,2,0,0,YES
4,2023,32,80,8,42,30,0.375,NO
2,2020,17,50,13,30,7,0.14,NO
3,2023,74,61,6,54,1,0.016393443,NO
4,2022,11,20,0,17,3,0.15,NO
3,2019,9,96,66,13,17,0.177083333,YES
5,2019,74,50,18,30,2,0.04,NO
7,2019,70,73,37,2,34,0.465753425,YES
4,2020,79,42,17,19,6,0.142857143,YES
2,2023,20,46,8,24,14,0.304347826,NO
5,2023,8,55,4,9,42,0.763636364,YES
8,2023,74,83,0,65,18,0.21686747,NO
10,2021,69,77,24,19,34,0.441558442,YES
7,2020,35,50,24,25,1,0.02,NO
10,2020,72,25,7,14,4,0.16,NO
4,2021,29,34,1,16,17,0.5,YES
9,2019,82,59,33,10,16,0.271186441,YES
7,2021,42,32,4,11,17,0.53125,YES
10,2020,15,81,1,1,79,0.975308642,YES
5,2022,81,32,22,10,0,0,YES
9,2020,87,34,30,3,1,0.029411765,YES
10,2023,45,35,4,21,10,0.285714286,NO
9,2023,4,20,10,0,10,0.5,YES
7,2023,12,44,23,12,9,0.204545455,YES
9,2021,28,65,46,15,4,0.061538462,YES
6,2019,80,67,12,1,54,0.805970149,YES
2,2022,75,92,28,19,45,0.489130435,YES
8,2023,55,37,15,20,2,0.054054054,NO
4,2022,68,97,1,18,78,0.804123711,YES
8,2023,14,86,13,19,54,0.627906977,YES
4,2019,38,90,32,37,21,0.233333333,YES
5,2022,67,32,18,4,10,0.3125,YES
9,2019,22,90,79,6,5,0.055555556,YES
3,2021,29,54,7,46,1,0.018518519,NO
10,2022,21,23,23,0,0,0,YES
9,2022,6,57,11,13,33,0.578947368,YES
9,2023,15,98,69,24,5,0.051020408,YES
8,2020,15,32,12,10,10,0.3125,YES
4,2023,74,89,17,57,15,0.168539326,NO
10,2022,20,23,3,13,7,0.304347826,NO
2,2022,69,97,83,7,7,0.072164948,YES
2,2022,20,32,7,16,9,0.28125,NO
2,2021,10,54,54,0,0,0,YES
10,2019,82,68,35,19,14,0.205882353,YES
9,2021,3,39,8,10,21,0.538461538,YES
8,2019,46,55,50,2,3,0.054545455,YES
6,2023,73,28,2,18,8,0.285714286,NO
8,2021,26,57,46,11,0,0,YES
7,2023,82,37,20,5,12,0.324324324,YES
2,2023,75,34,31,2,1,0.029411765,YES
2,2021,37,26,18,0,8,0.307692308,YES
6,2021,74,71,17,4,50,0.704225352,YES
10,2023,60,45,21,11,13,0.288888889,YES
7,2021,31,37,3,16,18,0.486486486,YES
10,2019,24,55,34,2,19,0.345454545,YES
3,2022,33,62,3,8,51,0.822580645,YES
3,2020,56,26,20,4,2,0.076923077,YES
9,2020,15,28,24,0,4,0.142857143,YES
2,2023,41,31,0,22,9,0.290322581,NO
2,2023,66,76,2,36,38,0.5,YES
9,2021,69,60,48,10,2,0.033333333,YES
5,2022,83,31,13,17,1,0.032258065,NO
2,2022,78,55,44,7,4,0.072727273,YES
3,2021,20,43,18,1,24,0.558139535,YES
7,2020,10,66,54,12,0,0,YES
5,2023,58,69,15,51,3,0.043478261,NO
9,2021,31,76,19,11,46,0.605263158,YES
4,2021,66,39,30,5,4,0.102564103,YES
9,2022,73,52,21,6,25,0.480769231,YES
2,2020,54,27,12,14,1,0.037037037,NO
2,2021,30,69,36,30,3,0.043478261,YES
3,2023,55,64,32,30,2,0.03125,YES
3,2019,19,24,13,11,0,0,YES
2,2023,21,35,27,7,1,0.028571429,YES
8,2023,27,99,11,62,26,0.262626263,NO
6,2019,8,68,62,3,3,0.044117647,YES
4,2023,28,46,10,13,23,0.5,YES
7,2022,40,83,31,42,10,0.120481928,NO
5,2022,1,35,6,16,13,0.371428571,YES
9,2020,40,48,17,10,21,0.4375,YES
8,2023,21,88,30,0,58,0.659090909,YES
5,2023,75,82,34,8,40,0.487804878,YES
8,2022,15,84,15,32,37,0.44047619,YES
7,2023,66,53,19,15,19,0.358490566,YES
6,2019,71,69,17,33,19,0.275362319,YES
5,2019,66,37,19,7,11,0.297297297,YES
8,2023,24,39,22,9,8,0.205128205,YES
2,2019,57,71,25,40,6,0.084507042,NO
9,2021,4,79,36,31,12,0.151898734,YES
3,2021,26,69,16,39,14,0.202898551,NO
7,2021,57,38,29,7,2,0.052631579,YES
9,2022,76,74,51,8,15,0.202702703,YES
10,2019,44,46,30,1,15,0.326086957,YES
5,2023,12,41,26,3,12,0.292682927,YES
6,2022,83,47,18,28,1,0.021276596,NO
5,2023,59,90,60,22,8,0.088888889,YES
7,2021,31,93,77,7,9,0.096774194,YES
5,2021,20,28,14,13,1,0.035714286,YES
8,2019,12,89,50,20,19,0.213483146,YES
4,2020,83,43,1,22,20,0.465116279,NO
7,2020,72,93,65,0,28,0.301075269,YES
7,2023,63,63,16,21,26,0.412698413,YES
5,2022,66,28,15,2,11,0.392857143,YES
2,2022,78,49,22,2,25,0.510204082,YES
9,2022,20,35,18,3,14,0.4,YES
6,2023,48,72,28,31,13,0.180555556,YES
7,2019,31,21,16,5,0,0,YES
10,2023,50,43,21,7,15,0.348837209,YES
3,2023,39,100,48,35,17,0.17,YES
5,2021,15,95,65,22,8,0.084210526,YES
9,2020,12,84,61,17,6,0.071428571,YES
6,2019,2,27,26,1,0,0,YES
7,2020,28,74,11,52,11,0.148648649,NO
9,2023,17,78,29,21,28,0.358974359,YES
5,2023,82,43,14,27,2,0.046511628,NO
2,2023,75,65,2,14,49,0.753846154,YES
2,2019,41,61,52,1,8,0.131147541,YES
6,2021,56,48,11,8,29,0.604166667,YES
8,2020,46,56,30,1,25,0.446428571,YES
10,2020,11,59,16,29,14,0.237288136,YES
5,2023,89,64,6,32,26,0.40625,NO
5,2019,70,55,34,21,0,0,YES
8,2019,71,78,29,30,19,0.243589744,YES
10,2020,13,60,59,0,1,0.016666667,YES
10,2021,59,45,30,9,6,0.133333333,YES
8,2022,37,91,75,9,7,0.076923077,YES
3,2019,40,95,66,6,23,0.242105263,YES
10,2021,25,56,34,14,8,0.142857143,YES
5,2022,53,71,1,29,41,0.577464789,YES
9,2020,60,35,1,12,22,0.628571429,YES
4,2020,18,56,16,3,37,0.660714286,YES
6,2023,79,24,13,5,6,0.25,YES
2,2023,45,97,76,0,21,0.216494845,YES
6,2019,73,75,60,8,7,0.093333333,YES
4,2021,75,67,34,15,18,0.268656716,YES
3,2020,22,46,0,40,6,0.130434783,NO
8,2022,8,74,69,1,4,0.054054054,YES
10,2023,44,96,90,1,5,0.052083333,YES
8,2021,27,67,12,3,52,0.776119403,YES
2,2021,12,74,38,12,24,0.324324324,YES
9,2022,87,68,9,51,8,0.117647059,NO
5,2019,1,27,25,2,0,0,YES
3,2023,53,20,5,6,9,0.45,YES
5,2020,56,69,27,6,36,0.52173913,YES
5,2019,18,49,9,14,26,0.530612245,YES
5,2019,81,35,3,12,20,0.571428571,YES
2,2020,47,24,13,7,4,0.166666667,YES
10,2021,75,60,5,4,51,0.85,YES
6,2022,2,86,15,9,62,0.720930233,YES
8,2023,44,80,72,2,6,0.075,YES
2,2022,82,80,73,7,0,0,YES
8,2023,63,61,32,17,12,0.196721311,YES
6,2022,15,33,4,1,28,0.848484848,YES
4,2023,35,57,30,10,17,0.298245614,YES
6,2022,34,77,19,56,2,0.025974026,NO
5,2023,29,39,5,16,18,0.461538462,YES
2,2019,61,34,28,6,0,0,YES
2,2022,65,100,34,5,61,0.61,YES
3,2023,89,82,74,8,0,0,YES
3,2019,5,83,69,3,11,0.13253012,YES
9,2023,61,60,8,47,5,0.083333333,NO
9,2020,79,35,26,7,2,0.057142857,YES
8,2020,56,57,32,5,20,0.350877193,YES
3,2019,89,52,1,36,15,0.288461538,NO
9,2019,72,100,0,56,44,0.44,NO
8,2020,18,65,2,56,7,0.107692308,NO
2,2021,70,41,38,2,1,0.024390244,YES
2,2021,14,34,8,19,7,0.205882353,NO
4,2019,74,52,32,14,6,0.115384615,YES
10,2021,40,81,10,48,23,0.283950617,NO
3,2021,20,80,77,3,0,0,YES
3,2020,81,63,1,41,21,0.333333333,NO
7,2019,64,98,4,22,72,0.734693878,YES
9,2020,59,89,77,5,7,0.078651685,YES
9,2022,67,34,5,19,10,0.294117647,NO
10,2019,28,36,14,4,18,0.5,YES
6,2020,79,68,31,24,13,0.191176471,YES
4,2021,77,71,18,30,23,0.323943662,YES
5,2022,57,47,37,1,9,0.191489362,YES
2,2022,19,24,1,3,20,0.833333333,YES
6,2020,1,20,9,3,8,0.4,YES
10,2023,65,42,18,17,7,0.166666667,YES
2,2023,50,78,69,2,7,0.08974359,YES
10,2020,77,68,43,0,25,0.367647059,YES
8,2023,78,64,60,3,1,0.015625,YES
6,2023,82,94,32,47,15,0.159574468,NO
10,2022,48,87,75,6,6,0.068965517,YES
2,2021,38,43,8,33,2,0.046511628,NO
5,2021,59,67,37,2,28,0.417910448,YES
9,2019,58,78,37,24,17,0.217948718,YES
10,2019,75,49,38,0,11,0.224489796,YES
9,2020,26,84,13,16,55,0.654761905,YES
7,2020,58,51,10,22,19,0.37254902,YES
4,2023,6,29,13,13,3,0.103448276,YES
10,2020,9,92,86,0,6,0.065217391,YES
4,2020,14,74,24,15,35,0.472972973,YES
6,2019,1,82,60,12,10,0.12195122,YES
4,2023,82,59,33,26,0,0,YES
4,2020,42,35,8,0,27,0.771428571,YES
2,2019,78,45,44,1,0,0,YES
3,2019,76,66,3,32,31,0.46969697,YES
7,2022,76,80,22,14,44,0.55,YES
7,2020,16,20,5,8,7,0.35,YES
5,2023,53,44,22,6,16,0.363636364,YES
8,2023,10,49,43,5,1,0.020408163,YES
4,2022,46,34,21,8,5,0.147058824,YES
3,2023,7,97,86,7,4,0.041237113,YES
2,2022,44,69,26,8,35,0.507246377,YES
2,2020,89,43,40,2,1,0.023255814,YES
3,2023,27,38,31,5,2,0.052631579,YES
5,2023,2,78,16,55,7,0.08974359,NO
10,2019,54,33,12,6,15,0.454545455,YES
7,2019,23,58,46,1,11,0.189655172,YES
9,2023,25,47,30,6,11,0.234042553,YES
9,2022,18,63,53,5,5,0.079365079,YES
8,2019,45,21,5,13,3,0.142857143,NO
9,2023,62,30,4,26,0,0,NO
7,2019,2,93,56,26,11,0.11827957,YES
9,2022,26,40,36,1,3,0.075,YES
2,2022,61,42,39,1,2,0.047619048,YES
4,2022,68,34,19,4,11,0.323529412,YES
6,2019,52,39,16,21,2,0.051282051,NO
9,2023,56,58,45,13,0,0,YES
2,2019,82,27,15,0,12,0.444444444,YES
4,2020,32,34,22,5,7,0.205882353,YES
2,2022,89,93,11,69,13,0.139784946,NO
4,2019,52,38,22,14,2,0.052631579,YES
5,2021,17,35,19,15,1,0.028571429,YES
8,2021,64,61,21,33,7,0.114754098,NO
3,2022,70,21,8,2,11,0.523809524,YES
3,2021,52,84,25,51,8,0.095238095,NO
10,2020,6,54,2,25,27,0.5,YES
10,2021,54,43,21,2,20,0.465116279,YES
5,2023,73,50,2,34,14,0.28,NO
7,2020,51,96,41,39,16,0.166666667,YES
3,2021,83,65,8,51,6,0.092307692,NO
2,2022,61,49,23,24,2,0.040816327,YES
3,2021,76,67,17,46,4,0.059701493,NO
8,2020,66,92,37,24,31,0.336956522,YES
2,2019,47,21,13,4,4,0.19047619,YES
8,2021,52,41,26,0,15,0.365853659,YES
9,2019,53,22,16,0,6,0.272727273,YES
6,2022,32,70,43,19,8,0.114285714,YES
6,2022,32,57,45,6,6,0.105263158,YES
7,2023,15,71,62,5,4,0.056338028,YES
5,2021,7,46,26,2,18,0.391304348,YES
3,2020,84,39,6,1,32,0.820512821,YES
2,2023,61,63,3,19,41,0.650793651,YES
7,2020,43,28,8,19,1,0.035714286,NO
10,2019,43,44,13,30,1,0.022727273,NO
9,2020,20,75,24,22,29,0.386666667,YES
10,2019,65,20,18,2,0,0,YES
10,2022,65,22,0,19,3,0.136363636,NO
3,2023,72,88,75,12,1,0.011363636,YES
2,2021,28,30,7,2,21,0.7,YES
3,2021,46,70,55,1,14,0.2,YES
9,2021,15,30,17,4,9,0.3,YES
5,2022,13,23,18,0,5,0.217391304,YES
10,2021,2,40,18,1,21,0.525,YES
2,2023,33,62,52,4,6,0.096774194,YES
9,2022,85,75,58,15,2,0.026666667,YES
2,2022,15,36,22,12,2,0.055555556,YES
6,2021,14,94,59,29,6,0.063829787,YES
4,2020,63,47,35,1,11,0.234042553,YES
9,2021,60,41,31,3,7,0.170731707,YES
10,2023,39,68,2,48,18,0.264705882,NO
3,2020,35,100,58,5,37,0.37,YES
5,2020,74,56,30,0,26,0.464285714,YES
3,2023,79,59,11,23,25,0.423728814,YES
4,2021,47,82,33,5,44,0.536585366,YES
6,2023,54,72,52,20,0,0,YES
6,2021,26,76,64,12,0,0,YES
4,2022,46,22,17,5,0,0,YES
3,2023,9,77,16,3,58,0.753246753,YES
9,2021,45,93,11,11,71,0.76344086,YES
8,2020,57,26,17,5,4,0.153846154,YES
8,2019,73,24,12,9,3,0.125,YES
8,2020,84,65,43,6,16,0.246153846,YES
3,2023,8,46,46,0,0,0,YES
7,2022,85,71,30,10,31,0.436619718,YES
3,2020,12,95,0,35,60,0.631578947,YES
3,2021,7,40,13,6,21,0.525,YES
7,2021,3,48,34,3,11,0.229166667,YES
7,2023,61,97,21,22,54,0.556701031,YES
10,2021,82,49,19,20,10,0.204081633,YES
2,2020,84,87,36,27,24,0.275862069,YES
2,2019,5,38,19,3,16,0.421052632,YES
8,2021,59,88,38,46,4,0.045454545,NO
3,2020,88,47,7,6,34,0.723404255,YES
3,2019,3,63,39,16,8,0.126984127,YES
9,2021,29,60,8,43,9,0.15,NO
5,2020,73,60,48,6,6,0.1,YES
10,2022,38,55,2,40,13,0.236363636,NO
10,2019,38,76,32,16,28,0.368421053,YES
6,2020,85,49,35,2,12,0.244897959,YES
6,2022,30,39,0,16,23,0.58974359,YES
9,2021,3,76,56,5,15,0.197368421,YES
2,2019,7,72,66,4,2,0.027777778,YES
9,2023,39,61,4,13,44,0.721311475,YES
3,2022,43,37,15,17,5,0.135135135,YES
2,2023,66,47,4,31,12,0.255319149,NO
8,2021,64,79,0,46,33,0.417721519,NO
7,2021,60,28,10,8,10,0.357142857,YES
6,2022,40,76,12,37,27,0.355263158,YES
6,2019,6,29,7,7,15,0.517241379,YES
5,2021,26,28,19,1,8,0.285714286,YES
6,2020,88,84,19,59,6,0.071428571,NO
6,2019,18,96,88,0,8,0.083333333,YES
7,2020,82,69,24,26,19,0.275362319,YES
6,2020,71,80,58,12,10,0.125,YES
2,2020,42,38,14,4,20,0.526315789,YES
2,2019,67,36,35,0,1,0.027777778,YES
5,2020,49,64,4,30,30,0.46875,YES
9,2020,77,40,2,21,17,0.425,NO
4,2021,49,86,45,40,1,0.011627907,YES
6,2021,7,56,43,5,8,0.142857143,YES
2,2019,71,36,27,1,8,0.222222222,YES
9,2020,4,53,44,8,1,0.018867925,YES
5,2020,45,92,62,9,21,0.22826087,YES
8,2019,35,58,24,1,33,0.568965517,YES
6,2022,22,28,11,0,17,0.607142857,YES
8,2020,76,96,75,5,16,0.166666667,YES
4,2021,82,25,4,14,7,0.28,NO
8,2019,78,39,21,0,18,0.461538462,YES
3,2023,24,60,11,2,47,0.783333333,YES
5,2021,30,21,14,3,4,0.19047619,YES
6,2021,28,44,26,14,4,0.090909091,YES
8,2022,55,81,55,3,23,0.283950617,YES
10,2021,51,43,13,5,25,0.581395349,YES
8,2023,73,95,45,29,21,0.221052632,YES
9,2019,10,68,38,22,8,0.117647059,YES
3,2019,40,38,31,2,5,0.131578947,YES
7,2019,83,30,24,5,1,0.033333333,YES
10,2019,11,28,23,3,2,0.071428571,YES
3,2020,39,67,37,0,30,0.447761194,YES
5,2022,2,89,13,42,34,0.382022472,YES
3,2020,17,98,95,1,2,0.020408163,YES
9,2021,44,64,29,26,9,0.140625,YES
8,2023,4,89,7,48,34,0.382022472,NO
3,2021,52,74,45,22,7,0.094594595,YES
8,2023,76,68,43,21,4,0.058823529,YES
7,2023,47,42,11,26,5,0.119047619,NO
7,2022,70,59,3,33,23,0.389830508,NO
9,2021,36,76,55,21,0,0,YES
3,2023,69,68,0,3,65,0.955882353,YES
9,2022,58,62,61,1,0,0,YES
3,2020,58,20,7,5,8,0.4,YES
5,2022,7,36,17,15,4,0.111111111,YES
8,2020,86,53,2,4,47,0.886792453,YES
5,2021,80,34,34,0,0,0,YES
2,2021,31,100,26,48,26,0.26,YES
8,2022,37,45,25,10,10,0.222222222,YES
6,2022,26,85,57,21,7,0.082352941,YES
4,2023,78,91,1,14,76,0.835164835,YES
10,2023,21,50,27,8,15,0.3,YES
3,2019,47,63,50,8,5,0.079365079,YES
9,2021,7,78,18,11,49,0.628205128,YES
2,2022,10,97,25,20,52,0.536082474,YES
3,2021,84,68,6,6,56,0.823529412,YES
6,2021,31,83,54,26,3,0.036144578,YES
4,2023,32,95,3,35,57,0.6,YES
9,2023,16,71,11,45,15,0.211267606,NO
2,2023,62,96,45,13,38,0.395833333,YES
5,2021,42,66,35,10,21,0.318181818,YES
4,2023,14,62,46,8,8,0.129032258,YES
4,2020,23,41,15,16,10,0.243902439,YES
4,2022,33,81,20,21,40,0.49382716,YES
9,2023,57,71,38,18,15,0.211267606,YES
9,2021,85,99,94,0,5,0.050505051,YES
10,2019,4,60,15,6,39,0.65,YES
10,2020,6,91,33,18,40,0.43956044,YES
2,2020,55,60,16,43,1,0.016666667,NO
4,2020,66,56,43,1,12,0.214285714,YES
8,2021,22,39,17,3,19,0.487179487,YES
3,2021,68,20,18,2,0,0,YES
2,2019,82,46,37,8,1,0.02173913,YES
6,2023,47,61,25,2,34,0.557377049,YES
7,2020,86,75,38,37,0,0,YES
3,2019,13,43,21,6,16,0.372093023,YES
6,2019,43,46,41,0,5,0.108695652,YES
4,2019,25,61,23,14,24,0.393442623,YES
7,2022,40,83,15,9,59,0.710843373,YES
7,2023,18,40,15,9,16,0.4,YES
8,2022,10,70,32,9,29,0.414285714,YES
10,2021,88,20,1,17,2,0.1,NO
7,2021,84,96,12,8,76,0.791666667,YES
4,2023,75,26,25,0,1,0.038461538,YES
10,2020,57,29,3,0,26,0.896551724,YES
9,2020,80,87,83,4,0,0,YES
2,2019,45,66,2,46,18,0.272727273,NO
5,2019,88,59,3,6,50,0.847457627,YES
7,2019,5,52,5,21,26,0.5,YES
2,2020,33,55,44,10,1,0.018181818,YES
5,2022,75,83,42,19,22,0.265060241,YES
5,2022,75,58,21,8,29,0.5,YES
7,2019,87,84,16,36,32,0.380952381,YES
4,2020,15,50,2,6,42,0.84,YES
4,2019,3,31,6,19,6,0.193548387,NO
2,2022,22,70,43,16,11,0.157142857,YES
7,2019,75,25,12,12,1,0.04,YES
5,2023,59,69,46,1,22,0.31884058,YES
3,2023,55,53,32,20,1,0.018867925,YES
4,2022,60,55,15,16,24,0.436363636,YES
9,2022,45,53,9,18,26,0.490566038,YES
4,2022,20,62,23,9,30,0.483870968,YES
9,2019,17,67,57,0,10,0.149253731,YES
5,2020,46,71,15,19,37,0.521126761,YES
5,2022,74,24,6,7,11,0.458333333,YES
9,2019,74,62,29,18,15,0.241935484,YES
8,2021,54,35,35,0,0,0,YES
4,2020,43,60,34,11,15,0.25,YES
7,2023,70,59,9,7,43,0.728813559,YES
10,2020,23,64,21,37,6,0.09375,NO
9,2021,89,36,22,14,0,0,YES
8,2021,18,74,35,3,36,0.486486486,YES
8,2020,42,91,40,12,39,0.428571429,YES
9,2023,15,93,44,12,37,0.397849462,YES
5,2020,76,82,61,11,10,0.12195122,YES
2,2021,78,71,26,22,23,0.323943662,YES
5,2021,54,48,18,5,25,0.520833333,YES
4,2019,17,32,28,3,1,0.03125,YES
10,2020,15,86,13,50,23,0.26744186,NO
8,2019,25,86,38,16,32,0.372093023,YES
8,2019,58,48,30,6,12,0.25,YES
3,2022,27,48,38,7,3,0.0625,YES
7,2022,48,92,64,14,14,0.152173913,YES
5,2022,82,24,10,4,10,0.416666667,YES
9,2019,1,75,23,47,5,0.066666667,NO
7,2022,79,81,59,6,16,0.197530864,YES
10,2021,12,88,74,4,10,0.113636364,YES
10,2020,56,83,0,10,73,0.879518072,YES
7,2023,33,31,23,4,4,0.129032258,YES
5,2020,3,21,14,3,4,0.19047619,YES
7,2023,71,99,62,20,17,0.171717172,YES
6,2019,47,80,11,39,30,0.375,YES
3,2021,54,25,4,21,0,0,NO
5,2022,15,45,21,19,5,0.111111111,YES
2,2022,71,76,57,16,3,0.039473684,YES
4,2020,50,92,15,35,42,0.456521739,YES
8,2023,54,28,20,4,4,0.142857143,YES
3,2023,38,66,37,10,19,0.287878788,YES
5,2019,73,21,21,0,0,0,YES
2,2021,25,24,13,7,4,0.166666667,YES
5,2023,88,60,1,20,39,0.65,YES
7,2022,56,67,32,5,30,0.447761194,YES
2,2021,36,71,1,35,35,0.492957746,YES
4,2022,64,32,29,0,3,0.09375,YES
4,2019,53,52,23,19,10,0.192307692,YES
9,2022,38,60,42,12,6,0.1,YES
9,2022,24,67,27,26,14,0.208955224,YES
6,2022,50,67,60,7,0,0,YES
9,2021,16,44,31,7,6,0.136363636,YES
6,2023,73,96,74,13,9,0.09375,YES
10,2020,81,86,30,31,25,0.290697674,YES
4,2023,18,42,21,13,8,0.19047619,YES
7,2019,27,92,72,3,17,0.184782609,YES
8,2019,59,94,10,69,15,0.159574468,NO
5,2023,43,72,32,34,6,0.083333333,YES
2,2019,11,40,27,4,9,0.225,YES
7,2019,31,36,33,2,1,0.027777778,YES
8,2022,57,51,49,2,0,0,YES
8,2023,63,35,13,3,19,0.542857143,YES
5,2020,67,78,12,2,64,0.820512821,YES
6,2022,70,33,29,3,1,0.03030303,YES
8,2022,27,100,47,13,40,0.4,YES
8,2020,44,20,2,8,10,0.5,YES
9,2021,10,43,13,23,7,0.162790698,NO
9,2021,27,33,26,6,1,0.03030303,YES
3,2022,84,59,41,0,18,0.305084746,YES
5,2020,62,91,51,8,32,0.351648352,YES
7,2020,65,28,6,12,10,0.357142857,YES
7,2023,31,43,31,3,9,0.209302326,YES
6,2023,82,45,44,1,0,0,YES
7,2023,65,62,25,9,28,0.451612903,YES
4,2019,5,31,1,28,2,0.064516129,NO
5,2021,24,92,4,11,77,0.836956522,YES
10,2021,20,27,12,9,6,0.222222222,YES
9,2022,84,34,30,1,3,0.088235294,YES
5,2019,39,94,62,0,32,0.340425532,YES
10,2020,71,76,2,5,69,0.907894737,YES
3,2019,61,40,30,5,5,0.125,YES
7,2023,77,42,9,3,30,0.714285714,YES
4,2019,48,83,71,2,10,0.120481928,YES
9,2021,45,34,20,0,14,0.411764706,YES
4,2023,70,45,44,0,1,0.022222222,YES
2,2023,4,54,4,33,17,0.314814815,NO
7,2019,18,44,0,36,8,0.181818182,NO
2,2019,33,28,24,4,0,0,YES
8,2022,27,70,54,1,15,0.214285714,YES
7,2019,46,99,55,38,6,0.060606061,YES
7,2019,4,91,22,4,65,0.714285714,YES
3,2021,33,69,8,10,51,0.739130435,YES
4,2019,37,35,25,4,6,0.171428571,YES
5,2021,81,91,85,6,0,0,YES
9,2022,87,71,66,3,2,0.028169014,YES
10,2020,69,94,68,12,14,0.14893617,YES
8,2023,52,63,17,1,45,0.714285714,YES
4,2019,69,60,50,7,3,0.05,YES
5,2019,69,61,55,5,1,0.016393443,YES
5,2023,55,74,20,15,39,0.527027027,YES
7,2021,50,73,50,21,2,0.02739726,YES
4,2019,44,36,22,13,1,0.027777778,YES
4,2019,8,32,9,19,4,0.125,NO
7,2021,7,77,64,7,6,0.077922078,YES
4,2020,49,90,86,3,1,0.011111111,YES
6,2019,62,26,10,1,15,0.576923077,YES
2,2023,38,33,19,3,11,0.333333333,YES
4,2023,83,44,21,18,5,0.113636364,YES
7,2021,36,31,28,0,3,0.096774194,YES
7,2021,59,20,16,2,2,0.1,YES
3,2021,42,36,16,2,18,0.5,YES
9,2021,74,59,45,12,2,0.033898305,YES
4,2022,77,49,49,0,0,0,YES
9,2022,60,96,42,37,17,0.177083333,YES
2,2023,83,63,42,20,1,0.015873016,YES
5,2020,1,80,36,12,32,0.4,YES
6,2021,40,30,11,11,8,0.266666667,YES
2,2020,70,87,51,29,7,0.08045977,YES
3,2022,79,31,8,8,15,0.483870968,YES
2,2020,57,62,46,7,9,0.14516129,YES
3,2021,23,41,40,0,1,0.024390244,YES
5,2019,38,27,11,6,10,0.37037037,YES
6,2019,32,47,45,2,0,0,YES
6,2023,53,78,5,24,49,0.628205128,YES
6,2019,69,92,84,0,8,0.086956522,YES
9,2019,31,60,23,24,13,0.216666667,YES
4,2019,39,27,16,0,11,0.407407407,YES
7,2022,36,56,24,11,21,0.375,YES
7,2021,49,100,19,44,37,0.37,YES
10,2022,82,50,44,4,2,0.04,YES
5,2022,64,89,5,45,39,0.438202247,NO
4,2019,45,63,41,1,21,0.333333333,YES
2,2022,17,36,12,3,21,0.583333333,YES
9,2022,16,67,6,37,24,0.358208955,NO
6,2023,5,45,28,8,9,0.2,YES
9,2022,56,80,38,29,13,0.1625,YES
9,2022,21,41,20,11,10,0.243902439,YES
3,2023,42,35,16,13,6,0.171428571,YES
3,2019,8,61,46,5,10,0.163934426,YES
9,2020,72,94,88,1,5,0.053191489,YES
6,2023,57,20,5,12,3,0.15,NO
6,2022,72,33,29,1,3,0.090909091,YES
9,2023,52,69,26,3,40,0.579710145,YES
3,2021,20,41,9,23,9,0.219512195,NO
7,2022,26,95,88,7,0,0,YES
9,2021,57,33,0,32,1,0.03030303,NO
10,2019,7,42,0,30,12,0.285714286,NO
3,2023,7,43,29,5,9,0.209302326,YES
3,2020,27,78,35,30,13,0.166666667,YES
10,2021,87,44,23,3,18,0.409090909,YES
8,2022,13,40,39,0,1,0.025,YES
7,2021,85,44,36,4,4,0.090909091,YES
6,2020,36,21,4,3,14,0.666666667,YES
4,2022,8,30,3,9,18,0.6,YES
3,2023,57,50,18,28,4,0.08,NO
5,2019,15,73,37,7,29,0.397260274,YES
5,2019,29,33,29,0,4,0.121212121,YES
5,2022,67,60,50,2,8,0.133333333,YES
5,2019,86,42,18,1,23,0.547619048,YES
6,2019,84,75,75,0,0,0,YES
8,2022,42,93,70,11,12,0.129032258,YES
9,2022,89,22,11,0,11,0.5,YES
10,2021,5,90,19,47,24,0.266666667,NO
4,2020,85,93,65,18,10,0.107526882,YES
3,2019,16,24,7,5,12,0.5,YES
4,2022,31,38,37,0,1,0.026315789,YES
4,2023,81,91,73,16,2,0.021978022,YES
7,2019,49,37,11,18,8,0.216216216,YES
6,2019,45,52,16,19,17,0.326923077,YES
7,2023,66,73,62,0,11,0.150684932,YES
4,2019,5,65,50,13,2,0.030769231,YES
5,2019,20,84,14,8,62,0.738095238,YES
4,2022,70,96,19,28,49,0.510416667,YES
3,2019,12,74,37,18,19,0.256756757,YES
10,2021,62,29,20,3,6,0.206896552,YES
10,2023,44,85,1,64,20,0.235294118,NO
6,2022,76,39,6,1,32,0.820512821,YES
